Image_ID,class,confidence,ymin,xmin,ymax,xmax
61pr5ZsWarhm,Flower_open,0.6236974596977234,1493,1820,1575,1897
61pr5ZsWarhm,Plant_bean,0.4533390402793884,1962,2387,3216,3059
61pr5ZsWarhm,Plant_bean,0.4326465427875519,31,760,2182,2962
61pr5ZsWarhm,Flower_open,0.287502646446228,2123,2973,2225,3055
66182YhUH37x,Plant_bean,0.8566533327102661,275,0,3818,2994
6MbbFXHTyugC,Plant_bean,0.9093036651611328,789,318,2620,2206
6MbbFXHTyugC,Flower_open,0.6660236716270447,1827,1749,1937,1862
6PNzswt4AYoD,Plant_bean,0.5103422999382019,69,812,3473,3000
6PNzswt4AYoD,Flower_open,0.483620822429657,1082,1522,1198,1664
6PNzswt4AYoD,Flower_open,0.4043636620044708,1201,1538,1301,1650
6PNzswt4AYoD,Plant_bean,0.39974093437194824,523,0,3515,1531
6PNzswt4AYoD,Flower_open,0.34714818000793457,1189,3,1270,105
6PNzswt4AYoD,Flower_closed,0.25313884019851685,1056,56,1116,97
6Yn563rQljpJ,Plant_bean,0.5652399063110352,451,381,3448,2487
6Yn563rQljpJ,Plant_bean,0.3838702142238617,0,9,1144,2757
6ZWNOr5htOrI,Plant_bean,0.3526904284954071,1,506,1477,2909
6pafhEu1ddz0,Plant_bean,0.8462026119232178,850,1195,2129,2141
6pafhEu1ddz0,Plant_bean,0.8018101453781128,2134,1159,3081,1929
6pafhEu1ddz0,Flower_open,0.7363259792327881,1355,1584,1428,1640
6pafhEu1ddz0,Plant_bean,0.43466585874557495,2393,488,3156,1115
6x7YLRHPFjqS,Plant_bean,0.9016774296760559,0,1028,933,2280
6x7YLRHPFjqS,Plant_bean,0.8516196608543396,2003,1146,2932,2203
6x7YLRHPFjqS,Plant_bean,0.4578213691711426,196,2496,1217,3060
6x7YLRHPFjqS,Flower_open,0.44441667199134827,280,1714,354,1767
6x7YLRHPFjqS,Flower_open,0.2780710458755493,476,1700,528,1757
7WeVSNJCyALF,Plant_bean,0.564143717288971,1444,390,3271,2690
7WeVSNJCyALF,Flower_open,0.5539398193359375,1393,1789,1483,1855
7WeVSNJCyALF,Flower_open,0.4571109116077423,1230,1918,1315,2004
7WeVSNJCyALF,Plant_bean,0.4113540053367615,2852,804,4007,2299
7WeVSNJCyALF,Flower_open,0.3940117061138153,1366,1787,1487,1894
7WeVSNJCyALF,Flower_open,0.3643855154514313,1355,1823,1432,1899
7bIhHeVu6aIi,Plant_bean,0.799285888671875,44,3,3533,2996
7bIhHeVu6aIi,Flower_open,0.625859797000885,2189,672,2378,808
7hIrlvFI5l15,Plant_bean,0.764562726020813,28,10,2726,2668
7hIrlvFI5l15,Flower_closed,0.33780261874198914,1296,1100,1344,1159
7rDyb4Wk2bY1,Plant_bean,0.7511894702911377,2089,238,3411,2347
7rDyb4Wk2bY1,Plant_bean,0.7511718273162842,525,17,2246,2641
7rDyb4Wk2bY1,Plant_bean,0.5934821367263794,3024,435,4080,2190
7rDyb4Wk2bY1,Flower_open,0.5168607831001282,1452,1445,1523,1504
7rDyb4Wk2bY1,Flower_open,0.4148777723312378,2910,612,2984,700
7rDyb4Wk2bY1,Plant_bean,0.3971734642982483,3711,2260,4080,2944
7rDyb4Wk2bY1,Flower_open,0.37645870447158813,1453,1994,1510,2041
7rDyb4Wk2bY1,Flower_open,0.374447762966156,1424,2022,1470,2069
7rDyb4Wk2bY1,Flower_open,0.32674211263656616,1035,2162,1103,2244
7rDyb4Wk2bY1,Flower_open,0.28588011860847473,1426,1997,1497,2063
86g4XeU5AhEH,Plant_bean,0.8930158019065857,1,377,891,1770
86g4XeU5AhEH,Plant_bean,0.8033547401428223,723,932,2502,2364
86g4XeU5AhEH,Plant_bean,0.7669339179992676,1017,0,2571,1009
86g4XeU5AhEH,Flower_open,0.7230133414268494,1750,2888,1836,2993
86g4XeU5AhEH,Flower_open,0.6845999360084534,2017,1615,2105,1708
86g4XeU5AhEH,Plant_bean,0.462485134601593,107,1970,1270,3060
86g4XeU5AhEH,Plant_bean,0.4275768995285034,1153,2407,2597,3060
86g4XeU5AhEH,Flower_open,0.42568355798721313,1357,398,1435,478
86g4XeU5AhEH,Flower_open,0.3231009542942047,1754,2791,1842,2868
86g4XeU5AhEH,Flower_open,0.3107818067073822,1199,2701,1281,2784
86g4XeU5AhEH,Flower_open,0.3010614514350891,1355,434,1424,486
86g4XeU5AhEH,Plant_bean,0.2641635835170746,16,0,878,507
8OLh3whlxvyF,Plant_bean,0.8037410974502563,2564,1919,4000,3000
8OLh3whlxvyF,Plant_bean,0.7833653688430786,67,0,3177,2679
8YxB0iVZuXlc,Plant_bean,0.8488490581512451,1,0,3500,2999
8YxB0iVZuXlc,Flower_open,0.4132886826992035,0,2157,173,2298
8YxB0iVZuXlc,Flower_open,0.40061479806900024,463,2609,555,2727
8YxB0iVZuXlc,Flower_open,0.293550580739975,259,2372,352,2459
8fDrs8nCA88R,Plant_bean,0.8800197839736938,247,90,2960,2379
8fDrs8nCA88R,Flower_open,0.87056565284729,2291,1509,2424,1630
8fDrs8nCA88R,Flower_open,0.6450101137161255,1569,1714,1677,1838
8fDrs8nCA88R,Flower_closed,0.43855246901512146,2204,1427,2261,1485
8fDrs8nCA88R,Flower_closed,0.3407326638698578,1536,1678,1612,1761
8vilNO3myql0,Plant_bean,0.9273392558097839,553,252,3412,3060
8vilNO3myql0,Flower_open,0.8310699462890625,1706,951,1828,1128
8vilNO3myql0,Flower_open,0.774269163608551,1451,1488,1607,1688
8vilNO3myql0,Flower_closed,0.4127640426158905,1759,1131,1833,1187
8vilNO3myql0,Flower_closed,0.2570137083530426,1242,1224,1315,1282
98I27q9T6AuM,Plant_bean,0.8055390119552612,782,667,1845,2501
98I27q9T6AuM,Plant_bean,0.7934560775756836,2120,657,3157,2297
98I27q9T6AuM,Flower_open,0.7421973347663879,2567,1539,2641,1612
98I27q9T6AuM,Plant_bean,0.4270167946815491,2926,855,3942,1963
98I27q9T6AuM,Flower_open,0.3215695321559906,2583,1957,2655,2026
98I27q9T6AuM,Flower_open,0.316692978143692,2507,1885,2594,1946
98I27q9T6AuM,Flower_open,0.28635016083717346,1406,1692,1454,1732
98I27q9T6AuM,Flower_closed,0.26829370856285095,1196,1694,1239,1741
9A2JqHoUAvPq,Plant_bean,0.6943853497505188,223,38,3999,2986
9A2JqHoUAvPq,Flower_open,0.3565880060195923,2041,1925,2131,2065
9BsyXSs9F9km,Plant_bean,0.8175225853919983,1269,962,2209,2590
9BsyXSs9F9km,Plant_bean,0.6171005368232727,2072,1088,3904,2794
9BsyXSs9F9km,Flower_open,0.5590702295303345,2601,1807,2721,1922
9BsyXSs9F9km,Flower_open,0.5579944252967834,1781,1705,1852,1789
9BsyXSs9F9km,Flower_open,0.44891342520713806,2678,1507,2800,1579
9BsyXSs9F9km,Flower_closed,0.3698676824569702,2583,2083,2636,2134
9BsyXSs9F9km,Flower_closed,0.34717389941215515,1955,1916,2016,1966
9hM5MA29YpWn,Plant_bean,0.783878743648529,111,28,4000,2983
9hM5MA29YpWn,Flower_open,0.5821152329444885,1660,946,1865,1195
9hM5MA29YpWn,Flower_open,0.48061031103134155,1698,939,1865,1087
9qu9EmKZ0vOD,Plant_bean,0.7294899821281433,414,474,3183,2355
9qu9EmKZ0vOD,Plant_bean,0.6044335961341858,691,1753,3441,3060
9qu9EmKZ0vOD,Plant_bean,0.36320164799690247,1672,5,3687,839
9qu9EmKZ0vOD,Flower_closed,0.29390060901641846,1215,1665,1265,1724
A3ldiqDjv2ag,Plant_bean,0.8122807741165161,381,0,3983,2973
AGxyW3DCqvy1,Plant_bean,0.800531268119812,85,0,3887,2923
AGxyW3DCqvy1,Flower_open,0.7531833052635193,64,1345,206,1485
AGxyW3DCqvy1,Flower_open,0.6883730888366699,1930,857,2087,988
AGxyW3DCqvy1,Flower_open,0.6621452569961548,377,2174,566,2337
AGxyW3DCqvy1,Flower_open,0.6307167410850525,1875,719,2047,830
AGxyW3DCqvy1,Flower_open,0.5786104798316956,267,1719,458,1903
AGxyW3DCqvy1,Flower_open,0.516049325466156,865,145,1011,304
AGycYfXCqbXM,Plant_bean,0.5326570868492126,460,626,3731,2686
AGycYfXCqbXM,Flower_open,0.38607627153396606,1014,1318,1093,1387
AGycYfXCqbXM,Flower_open,0.29377612471580505,2303,906,2393,988
AKM0fGgeq90t,Flower_open,0.6566087603569031,975,940,1069,1030
AKM0fGgeq90t,Plant_bean,0.6409247517585754,125,12,2773,2973
AKM0fGgeq90t,Flower_open,0.4464081823825836,1095,1297,1171,1393
AKM0fGgeq90t,Flower_open,0.2999767065048218,1334,1336,1418,1412
ARINOTHUEPVG,Plant_bean,0.7770196795463562,837,3,3769,3000
ARINOTHUEPVG,Plant_bean,0.3973531723022461,2,362,977,3000
ARINOTHUEPVG,Plant_bean,0.2609703540802002,881,1,3682,1404
AZABW0uB6cKY,Plant_bean,0.7323303818702698,869,36,3381,2733
AZABW0uB6cKY,Plant_bean,0.6094521880149841,832,0,2784,1279
AiRikjlM5Xxf,Plant_bean,0.7293744683265686,2183,1128,3114,1831
AiRikjlM5Xxf,Plant_bean,0.6268532872200012,1332,1178,1967,2088
AiRikjlM5Xxf,Plant_bean,0.38729068636894226,461,997,1099,1603
AiRikjlM5Xxf,Flower_open,0.3485831618309021,2723,1558,2768,1607
AugLkYo3ExsC,Plant_bean,0.9360037446022034,894,673,2753,2488
AugLkYo3ExsC,Flower_open,0.3293977379798889,1877,1361,1953,1434
BRCRmLEnK77l,Plant_bean,0.8713473081588745,1197,345,3200,2247
BRCRmLEnK77l,Flower_open,0.5885961055755615,1681,1029,1775,1161
BWmkp5i4s90D,Plant_bean,0.8576847314834595,163,209,590,837
BWmkp5i4s90D,Plant_bean,0.7630942463874817,621,93,995,731
BWmkp5i4s90D,Flower_open,0.429086834192276,824,510,850,532
BWmkp5i4s90D,Flower_closed,0.30461549758911133,782,464,799,479
BWmkp5i4s90D,Flower_closed,0.3011321723461151,403,569,416,585
BWmkp5i4s90D,Flower_closed,0.2714712917804718,868,407,888,423
BYLmWu7Vq4Wr,Plant_bean,0.84513258934021,378,36,4000,2930
BYLmWu7Vq4Wr,Flower_open,0.664435863494873,1592,1374,1725,1477
Boep3aJGmJaW,Plant_bean,0.7620263695716858,858,613,2873,2125
Boep3aJGmJaW,Flower_open,0.717864453792572,2090,1492,2196,1578
Boep3aJGmJaW,Plant_bean,0.6890788078308105,1039,1889,3226,3060
BtgpECgKPkGv,Plant_bean,0.4716746509075165,1971,1,2831,545
BtgpECgKPkGv,Flower_closed,0.34972962737083435,1834,1650,1877,1697
BtgpECgKPkGv,Flower_closed,0.3402682840824127,1791,1728,1830,1774
BtgpECgKPkGv,Plant_bean,0.3110359013080597,1111,833,2592,2063
BtgpECgKPkGv,Flower_open,0.29287824034690857,1612,1895,1660,1948
CGpJurRMGpo7,Flower_open,0.8692494034767151,1515,1245,1655,1368
CGpJurRMGpo7,Plant_bean,0.7411665916442871,483,35,3336,2646
CGpJurRMGpo7,Flower_open,0.7277650237083435,63,373,202,476
CGpJurRMGpo7,Plant_bean,0.7255710959434509,0,0,1160,1676
CGpJurRMGpo7,Flower_open,0.6805639266967773,1956,1038,2042,1153
CGpJurRMGpo7,Flower_open,0.6779654026031494,1883,1598,2044,1697
CGpJurRMGpo7,Flower_open,0.6406463980674744,1328,1624,1423,1710
CGpJurRMGpo7,Flower_open,0.5484538078308105,1711,934,1821,1059
CGpJurRMGpo7,Flower_open,0.5124230980873108,83,296,169,360
CGpJurRMGpo7,Flower_open,0.460777223110199,1322,1756,1387,1815
CGpJurRMGpo7,Flower_open,0.421382337808609,1340,1525,1432,1590
CGpJurRMGpo7,Flower_open,0.3081531226634979,12,672,111,732
CGpJurRMGpo7,Flower_open,0.2972339391708374,0,689,60,780
ChDvSq7SOTmI,Plant_bean,0.4925766587257385,541,701,3277,2676
ChDvSq7SOTmI,Flower_open,0.34798458218574524,2419,1424,2486,1499
ChDvSq7SOTmI,Plant_bean,0.3414069712162018,0,0,1953,1417
ClnbbZhItjz8,Plant_bean,0.7057441473007202,377,847,2875,3046
ClnbbZhItjz8,Flower_open,0.6475858092308044,1693,1777,1789,1848
ClnbbZhItjz8,Flower_open,0.6398857235908508,2123,1616,2225,1711
ClnbbZhItjz8,Plant_bean,0.4351041615009308,15,199,1928,1515
ClnbbZhItjz8,Flower_open,0.3407614827156067,1404,2329,1474,2420
